"19/03/2022","41.786,2","41.768,0","41.998,4","41.529,6","2,07B","0,04%"
"18/03/2022","41.767,8","40.914,6","42.308,4","40.234,8","2,31B","2,08%"
"17/03/2022","40.914,8","41.118,7","41.406,0","40.557,8","1,90B","-0,50%"
"16/03/2022","41.118,7","39.282,5","41.701,6","38.953,2","4,47B","4,67%"
"15/03/2022","39.285,7","39.673,0","39.854,7","38.220,9","2,25B","-0,97%"
"14/03/2022","39.671,1","37.789,5","39.914,3","37.613,6","2,33B","4,97%"
"13/03/2022","38.689,2","38.813,2","39.272,3","38.410,5","1,32B","-0,32%"
"12/03/2022","38.814,3","38.730,2","39.355,3","38.666,5","1,11B","0,22%"
"11/03/2022","38.730,2","39.422,5","40.177,0","38.236,4","2,79B","-1,74%"
"10/03/2022","39.416,3","41.933,9","42.029,1","38.603,5","3,62B","-5,99%"
"09/03/2022","41.929,0","38.731,5","42.538,5","38.663,3","3,60B","8,22%"
"08/03/2022","38.744,8","38.020,6","39.351,5","37.886,6","2,67B","1,89%"
"07/03/2022","38.024,8","38.420,6","39.532,0","37.182,1","3,02B","-0,99%"
"06/03/2022","38.403,1","39.396,3","39.668,1","38.115,0","1,93B","-2,52%"
"05/03/2022","39.395,8","39.142,8","39.600,2","38.626,1","1,50B","0,65%"
"04/03/2022","39.142,7","42.463,0","42.848,7","38.594,9","3,21B","-7,82%"
"03/03/2022","42.463,0","43.912,8","44.077,2","41.840,8","74,11K","-3,30%"
"02/03/2022","43.912,8","44.420,3","45.294,2","43.361,3","80,82K","-1,14%"
"01/03/2022","44.420,3","43.187,2","44.900,5","42.876,6","90,67K","2,85%"
"28/02/2022","43.188,2","37.707,2","43.977,8","37.458,9","108,07K","14,59%"
"27/02/2022","37.689,1","39.116,6","39.838,5","37.062,3","66,14K","-3,65%"
"26/02/2022","39.115,5","39.221,6","40.094,5","38.639,1","41,55K","-0,24%"
"25/02/2022","39.209,6","38.339,2","39.683,7","38.042,6","83,78K","2,27%"
"24/02/2022","35.083,0","37.250,2","37.417,3","34.357,4","133,11K","-5,75%"
"23/02/2022","37.224,6","38.248,2","39.194,5","37.099,5","64,84K","-2,68%"
"22/02/2022","38.248,2","37.018,3","38.414,9","36.399,6","82,75K","3,32%"
"21/02/2022","37.017,7","38.355,0","39.444,1","36.868,9","91,82K","-3,49%"
"20/02/2022","38.355,0","40.089,6","40.120,3","38.042,2","47,92K","-4,33%"
"19/02/2022","40.090,3","40.000,1","40.434,3","39.666,6","25,78K","0,23%"
"18/02/2022","40.000,1","40.532,5","40.935,5","39.505,0","64,96K","-1,36%"
"17/02/2022","40.552,8","43.885,5","44.167,1","40.103,8","72,63K","-7,59%"
"16/02/2022","43.883,6","44.540,9","44.552,9","43.377,6","41,40K","-1,48%"
"15/02/2022","44.544,4","42.550,3","44.722,6","42.460,1","56,34K","4,69%"
"14/02/2022","42.550,3","42.061,1","42.799,7","41.591,3","53,60K","1,16%"
"13/02/2022","42.061,1","42.205,5","42.725,1","41.880,1","25,88K","-0,34%"
"12/02/2022","42.205,2","42.388,4","43.006,4","41.776,8","37,88K","-0,43%"
"11/02/2022","42.388,4","43.519,3","43.915,1","42.023,4","69,95K","-2,60%"
"10/02/2022","43.521,0","44.388,9","45.755,2","43.242,5","89,69K","-1,96%"
"09/02/2022","44.388,9","44.038,2","44.800,4","43.163,0","50,92K","0,80%"
"08/02/2022","44.038,2","43.833,9","45.399,8","42.705,0","92,88K","0,47%"
"07/02/2022","43.833,9","42.385,2","44.468,3","41.695,4","76,60K","3,40%"
"06/02/2022","42.392,2","41.411,9","42.614,8","41.176,3","31,20K","2,37%"
"05/02/2022","41.412,1","41.566,5","41.899,8","40.963,3","46,32K","-0,37%"
"04/02/2022","41.567,6","37.287,8","41.689,0","37.041,1","95,49K","11,48%"
"03/02/2022","37.287,8","36.890,2","37.304,3","36.297,3","50,35K","1,08%"
"02/02/2022","36.890,2","38.711,2","38.853,8","36.682,3","53,74K","-4,70%"
"01/02/2022","38.709,7","38.475,6","39.230,0","38.037,9","55,20K","0,55%"
"31/01/2022","38.498,6","37.923,8","38.701,4","36.672,8","61,27K","1,53%"
"30/01/2022","37.917,7","38.167,5","38.313,3","37.390,6","34,10K","-0,66%"
"29/01/2022","38.170,8","37.736,5","38.663,7","37.350,2","42,77K","1,13%"
"28/01/2022","37.745,1","37.195,6","37.995,9","36.176,5","69,45K","1,56%"
"27/01/2022","37.164,3","36.800,1","37.215,4","35.543,2","83,52K","0,99%"
"26/01/2022","36.800,4","36.962,3","38.862,6","36.280,0","107,87K","-0,41%"
"25/01/2022","36.950,6","36.691,3","37.501,8","35.729,3","79,68K","0,72%"
"24/01/2022","36.686,3","36.268,6","37.424,0","32.985,6","153,77K","1,15%"
"23/01/2022","36.269,5","35.072,9","36.513,0","34.655,2","70,43K","3,40%"
"22/01/2022","35.075,2","36.467,7","36.749,8","34.116,0","138,09K","-3,84%"
"21/01/2022","36.475,5","40.698,1","41.104,6","35.503,9","155,80K","-10,41%"
"20/01/2022","40.715,9","41.683,6","43.487,1","40.568,3","65,28K","-2,31%"
"19/01/2022","41.677,8","42.365,3","42.558,0","41.160,9","53,77K","-1,62%"
"18/01/2022","42.364,6","42.209,9","42.674,2","41.300,7","47,32K","0,37%"
"17/01/2022","42.209,3","43.080,5","43.179,6","41.559,4","41,44K","-2,02%"
"16/01/2022","43.079,1","43.079,2","43.462,0","42.643,3","28,66K","-0,04%"
"15/01/2022","43.097,0","43.073,6","43.777,9","42.586,1","31,44K","0,06%"
"14/01/2022","43.073,3","42.562,2","43.435,1","41.848,7","50,50K","1,21%"
"13/01/2022","42.560,0","43.900,0","44.404,7","42.337,5","53,42K","-3,05%"
"12/01/2022","43.901,0","42.735,0","44.243,6","42.476,7","53,95K","2,73%"
"11/01/2022","42.733,2","41.829,1","43.090,2","41.287,6","61,78K","2,15%"
"10/01/2022","41.832,2","41.848,9","42.243,8","39.697,0","85,50K","-0,04%"
"09/01/2022","41.848,3","41.681,2","42.764,4","41.260,9","37,51K","0,42%"
"08/01/2022","41.672,0","41.551,3","42.304,4","40.574,3","52,54K","0,30%"
"07/01/2022","41.546,7","43.097,9","43.127,7","40.810,0","88,36K","-3,60%"
"06/01/2022","43.097,5","43.431,6","43.772,3","42.481,1","63,08K","-0,76%"
"05/01/2022","43.425,9","45.833,1","47.019,4","42.535,1","83,74K","-5,26%"
"04/01/2022","45.837,3","46.435,7","47.505,4","45.602,1","55,59K","-1,28%"
"03/01/2022","46.430,2","47.293,9","47.556,0","45.704,0","41,06K","-1,86%"
"02/01/2022","47.311,8","47.738,7","47.944,9","46.718,2","27,02K","-0,89%"
"01/01/2022","47.738,0","46.217,5","47.917,6","46.217,5","31,24K","3,29%"
"31/12/2021","46.219,5","47.123,3","48.553,9","45.693,6","58,18K","-1,92%"
"30/12/2021","47.123,3","46.470,7","47.901,4","46.003,0","60,96K","1,42%"
"29/12/2021","46.461,7","47.548,4","48.121,7","46.127,8","63,92K","-2,28%"
"28/12/2021","47.545,2","50.703,4","50.703,8","47.345,7","74,39K","-6,18%"
"27/12/2021","50.678,2","50.783,6","52.016,3","50.459,0","43,90K","-0,20%"
"26/12/2021","50.779,9","50.404,0","51.247,0","49.527,0","32,34K","0,74%"
"25/12/2021","50.406,4","50.789,6","51.140,2","50.196,8","26,67K","-0,75%"
"24/12/2021","50.786,1","50.807,4","51.795,3","50.428,4","45,97K","-0,03%"
"23/12/2021","50.801,0","48.599,6","51.355,6","48.053,4","56,24K","4,53%"
"22/12/2021","48.599,7","48.898,7","49.540,3","48.449,7","40,89K","-0,62%"
"21/12/2021","48.902,0","46.900,1","49.306,1","46.654,0","57,88K","4,28%"
"20/12/2021","46.895,2","46.703,4","47.488,9","45.577,3","57,53K","0,41%"
"19/12/2021","46.704,5","46.855,7","48.270,2","46.438,4","44,05K","-0,32%"
"18/12/2021","46.856,2","46.171,8","47.330,2","45.513,4","36,93K","1,48%"
"17/12/2021","46.172,2","47.630,4","47.997,2","45.523,8","67,50K","-3,06%"
"16/12/2021","47.628,2","48.876,6","49.387,8","47.543,9","48,20K","-2,54%"
"15/12/2021","48.871,5","48.366,2","49.477,9","46.572,6","80,28K","1,04%"
"14/12/2021","48.366,5","46.709,8","48.635,0","46.338,3","62,54K","3,56%"
"13/12/2021","46.703,6","50.075,9","50.196,1","45.848,2","80,37K","-6,74%"
"12/12/2021","50.081,0","49.332,5","50.779,2","48.670,5","40,30K","1,55%"
"11/12/2021","49.314,5","47.138,4","49.487,0","46.834,0","45,23K","4,62%"
"10/12/2021","47.137,2","47.591,7","49.974,8","47.007,1","68,06K","-0,97%"
"09/12/2021","47.596,6","50.477,6","50.790,2","47.341,9","58,69K","-5,70%"
"08/12/2021","50.473,9","50.596,6","51.204,7","48.700,7","55,59K","-0,24%"
"07/12/2021","50.595,2","50.547,4","51.918,6","50.070,9","56,29K","0,07%"
"06/12/2021","50.562,1","49.412,1","50.913,3","47.237,9","89,68K","2,34%"
"05/12/2021","49.405,5","49.196,4","49.689,3","47.797,8","72,03K","0,43%"
"04/12/2021","49.195,2","53.620,7","53.847,2","42.587,8","168,00K","-8,27%"
"03/12/2021","53.631,5","56.495,2","57.543,6","52.008,9","89,20K","-5,07%"
"02/12/2021","56.496,0","57.207,8","57.377,5","55.807,9","54,94K","-1,25%"
"01/12/2021","57.210,3","56.891,7","59.064,3","56.496,5","66,75K","0,58%"
"30/11/2021","56.882,9","57.795,2","59.174,4","55.936,9","73,66K","-1,58%"
"29/11/2021","57.794,8","57.288,1","58.855,2","56.726,7","58,65K","0,88%"
"28/11/2021","57.291,5","54.758,0","57.392,3","53.448,3","49,28K","4,61%"
"27/11/2021","54.765,9","53.747,2","55.280,3","53.654,3","40,71K","1,93%"
"26/11/2021","53.730,9","58.937,3","59.151,1","53.533,5","104,03K","-8,83%"
"25/11/2021","58.935,1","57.167,1","59.387,3","57.029,8","56,79K","3,08%"
"24/11/2021","57.171,7","57.559,4","57.697,4","55.910,6","56,68K","-0,70%"
"23/11/2021","57.573,2","56.304,8","57.855,1","55.542,5","72,48K","2,25%"
"22/11/2021","56.308,8","58.719,7","59.288,3","55.656,8","76,45K","-4,10%"
"21/11/2021","58.714,3","59.724,0","60.002,6","58.528,3","40,98K","-1,68%"
"20/11/2021","59.717,6","58.080,8","59.854,6","57.435,3","44,53K","2,81%"
"19/11/2021","58.083,4","56.908,3","58.335,9","55.626,3","74,44K","1,98%"
"18/11/2021","56.955,3","60.368,2","60.936,9","56.524,4","100,37K","-5,65%"
"17/11/2021","60.367,8","60.074,2","60.814,5","58.531,9","73,93K","0,46%"
"16/11/2021","60.089,1","63.605,1","63.605,6","58.655,9","115,36K","-5,52%"
"15/11/2021","63.597,9","65.514,9","66.311,2","63.439,5","53,53K","-2,92%"
"14/11/2021","65.508,2","64.397,2","65.508,2","63.608,3","33,98K","1,72%"
"13/11/2021","64.398,6","64.133,3","64.906,0","63.381,4","30,34K","0,41%"
"12/11/2021","64.134,5","64.782,6","65.449,7","62.309,7","63,27K","-1,04%"
"11/11/2021","64.806,7","64.922,8","65.583,3","64.121,9","50,37K","-0,19%"
"10/11/2021","64.932,6","66.942,6","68.990,6","62.951,3","96,21K","-2,95%"
"09/11/2021","66.904,4","67.528,7","68.493,3","66.334,9","66,13K","-0,92%"
"08/11/2021","67.527,9","63.276,4","67.763,3","63.276,4","81,08K","6,72%"
"07/11/2021","63.273,2","61.483,8","63.273,2","61.347,2","34,34K","2,91%"
"06/11/2021","61.483,9","60.973,2","61.543,2","60.093,6","34,89K","0,84%"
"05/11/2021","60.974,3","61.411,5","62.560,3","60.742,4","44,46K","-0,71%"
"04/11/2021","61.412,6","62.915,4","63.077,6","60.742,9","49,91K","-2,39%"
"03/11/2021","62.918,5","63.223,5","63.508,6","60.883,0","61,05K","-0,48%"
"02/11/2021","63.221,7","60.912,2","64.256,4","60.651,5","65,26K","3,79%"
"01/11/2021","60.915,3","61.310,1","62.430,1","59.612,7","61,21K","-0,64%"
"31/10/2021","61.309,6","61.842,2","62.393,7","60.005,7","50,06K","-0,86%"
"30/10/2021","61.840,1","62.245,0","62.338,5","60.786,0","40,51K","-0,65%"
"29/10/2021","62.242,8","60.579,9","62.952,2","60.322,2","63,39K","2,74%"
"28/10/2021","60.582,5","58.437,2","62.251,3","58.128,1","88,47K","3,67%"
"27/10/2021","58.438,1","60.312,5","61.452,9","58.112,6","88,11K","-3,11%"
"26/10/2021","60.310,8","63.067,5","63.275,1","59.907,3","57,13K","-4,37%"
"25/10/2021","63.067,0","60.864,3","63.694,8","60.655,8","51,06K","3,62%"
"24/10/2021","60.866,5","61.308,2","61.469,9","59.523,7","42,67K","-0,73%"
"23/10/2021","61.312,5","60.693,2","61.728,7","59.738,3","37,05K","1,03%"
"22/10/2021","60.690,3","62.200,8","63.699,7","60.055,7","75,69K","-2,44%"
"21/10/2021","62.210,2","66.004,6","66.616,9","62.092,1","105,38K","-5,71%"
"20/10/2021","65.979,1","64.276,9","66.967,1","63.543,7","79,87K","2,65%"
"19/10/2021","64.278,5","62.030,2","64.454,0","61.451,0","80,16K","3,58%"
"18/10/2021","62.056,3","61.525,8","62.623,6","60.026,9","80,15K","0,86%"
"17/10/2021","61.527,5","60.865,5","61.651,4","59.143,4","53,39K","1,09%"
"16/10/2021","60.861,1","61.669,2","62.329,2","60.161,9","49,93K","-1,32%"
"15/10/2021","61.672,5","57.348,2","62.892,8","56.874,8","121,48K","7,54%"
"14/10/2021","57.345,8","57.370,4","58.506,5","56.866,8","59,84K","-0,06%"
"13/10/2021","57.380,1","56.014,5","57.697,4","54.314,4","73,62K","2,44%"
"12/10/2021","56.015,9","57.480,6","57.635,7","54.155,4","74,85K","-2,54%"
"11/10/2021","57.477,3","54.686,9","57.814,1","54.457,8","73,84K","5,10%"
"10/10/2021","54.687,7","54.942,5","56.432,2","54.100,8","104,43K","-0,46%"
"09/10/2021","54.942,5","53.924,1","55.430,8","53.711,7","64,65K","1,91%"
"08/10/2021","53.914,7","53.785,5","55.977,9","53.659,3","64,05K","0,24%"
"07/10/2021","53.783,9","55.325,2","55.325,6","53.476,4","75,68K","-2,78%"
"06/10/2021","55.323,2","51.470,0","55.676,1","50.439,5","116,26K","7,49%"
"05/10/2021","51.469,3","49.229,5","51.872,4","49.060,1","76,63K","4,55%"
"04/10/2021","49.227,3","48.200,4","49.481,7","46.958,6","66,92K","2,13%"
"03/10/2021","48.200,1","47.665,4","49.165,2","47.123,0","42,41K","1,12%"
"02/10/2021","47.666,9","48.147,2","48.306,9","47.451,7","39,82K","-1,00%"
"01/10/2021","48.146,0","43.824,4","48.435,2","43.292,9","94,66K","9,86%"
"30/09/2021","43.823,3","41.534,5","44.101,2","41.416,7","64,32K","5,50%"
"29/09/2021","41.536,8","41.023,1","42.571,2","40.815,0","48,21K","1,25%"
"28/09/2021","41.022,3","42.169,9","42.758,8","40.906,4","60,01K","-2,73%"
"27/09/2021","42.172,6","43.200,9","44.293,2","42.143,9","54,12K","-2,39%"
"26/09/2021","43.203,4","42.685,8","43.907,3","40.786,6","69,91K","1,21%"
"25/09/2021","42.686,8","42.818,7","42.959,3","41.714,5","46,35K","-0,31%"
"24/09/2021","42.819,9","44.867,4","45.112,0","40.908,5","128,88K","-4,57%"
"23/09/2021","44.869,2","43.550,7","44.949,8","43.090,1","74,54K","3,03%"
"22/09/2021","43.551,6","40.660,8","43.976,7","40.585,7","93,98K","7,13%"
"21/09/2021","40.651,3","43.012,3","43.619,3","39.646,8","142,55K","-5,18%"
"20/09/2021","42.870,6","47.240,8","47.323,9","42.547,1","77,96K","-9,25%"
"19/09/2021","47.238,7","48.299,9","48.341,9","46.866,6","41,98K","-2,21%"
"18/09/2021","48.306,7","47.283,9","48.761,0","47.070,5","43,64K","2,17%"
"17/09/2021","47.282,8","47.748,2","48.155,9","46.788,8","50,16K","-0,97%"
"16/09/2021","47.748,0","48.132,3","48.480,6","47.040,3","60,91K","-0,80%"
"15/09/2021","48.130,6","47.070,8","48.436,5","46.743,9","63,40K","2,24%"
"14/09/2021","47.077,5","44.950,2","47.247,6","44.718,7","65,33K","4,73%"
"13/09/2021","44.949,5","46.060,8","46.807,7","43.463,2","96,15K","-2,42%"
"12/09/2021","46.062,3","45.162,6","46.386,4","44.755,2","44,52K","1,99%"
"11/09/2021","45.161,9","44.844,9","45.975,6","44.766,6","41,58K","0,71%"
"10/09/2021","44.842,8","46.385,9","47.021,6","44.283,6","75,62K","-3,33%"
"09/09/2021","46.385,6","46.057,6","47.305,7","45.609,0","73,63K","0,70%"
"08/09/2021","46.061,4","46.774,1","47.316,9","44.493,7","100,48K","-1,54%"
"07/09/2021","46.779,6","52.674,2","52.885,3","43.072,4","187,56K","-11,19%"
"06/09/2021","52.672,1","51.769,4","52.726,2","51.002,8","69,46K","1,75%"
"05/09/2021","51.768,6","49.918,7","51.878,2","49.492,4","57,30K","3,71%"
"04/09/2021","49.918,4","49.999,3","50.534,6","49.461,4","48,14K","-0,16%"
"03/09/2021","49.999,0","49.269,5","51.008,8","48.377,3","88,08K","1,47%"
"02/09/2021","49.274,3","48.817,8","50.355,3","48.612,9","80,21K","0,93%"
"01/09/2021","48.819,4","47.129,2","49.121,0","46.533,1","74,38K","3,58%"
"31/08/2021","47.130,4","46.989,1","48.217,0","46.709,3","71,48K","0,29%"
"30/08/2021","46.992,7","48.777,1","48.886,0","46.876,9","61,68K","-3,66%"
"29/08/2021","48.777,4","48.899,7","49.621,7","47.870,1","47,62K","-0,24%"
"28/08/2021","48.897,1","49.062,8","49.289,4","48.428,5","36,73K","-0,34%"
"27/08/2021","49.064,3","46.830,2","49.142,0","46.371,5","62,47K","4,77%"
"26/08/2021","46.831,6","48.994,4","49.347,8","46.360,4","73,79K","-4,41%"
"25/08/2021","48.994,5","47.707,4","49.230,2","47.163,3","63,54K","2,68%"
"24/08/2021","47.714,7","49.532,5","49.847,4","47.623,6","74,26K","-3,68%"
"23/08/2021","49.539,7","49.255,4","50.498,8","49.038,6","75,37K","0,58%"
"22/08/2021","49.254,5","48.870,4","49.480,3","48.151,0","49,32K","0,77%"
"21/08/2021","48.875,8","49.330,0","49.719,1","48.293,5","18,20K","-0,91%"
"20/08/2021","49.324,0","46.756,7","49.343,3","46.646,8","83,19K","5,49%"
"19/08/2021","46.755,9","44.725,9","47.012,3","43.986,7","77,92K","4,54%"
"18/08/2021","44.723,8","44.691,1","46.004,9","44.230,0","22,36K","0,07%"
"17/08/2021","44.691,6","45.907,5","47.140,6","44.441,3","84,14K","-2,84%"
"16/08/2021","45.996,3","46.991,6","48.002,4","45.672,1","2,41K","-2,12%"
"15/08/2021","46.991,3","47.082,6","47.344,1","45.564,1","58,11K","-0,19%"
"14/08/2021","47.081,5","47.809,6","48.090,9","46.117,2","64,29K","-1,52%"
"13/08/2021","47.809,1","44.404,0","47.836,0","44.242,4","75,27K","7,67%"
"12/08/2021","44.403,4","45.562,3","46.213,8","43.814,7","81,07K","-2,55%"
"11/08/2021","45.564,3","45.593,2","46.736,5","45.367,9","75,43K","-0,06%"
"10/08/2021","45.593,8","46.281,8","46.663,4","44.681,2","80,55K","-1,49%"
"09/08/2021","46.284,3","43.794,9","46.460,7","42.824,1","117,08K","5,69%"
"08/08/2021","43.792,8","44.584,9","45.284,1","43.314,4","105,25K","-1,84%"
"07/08/2021","44.614,2","42.784,7","44.697,3","42.611,0","112,84K","4,25%"
"06/08/2021","42.795,4","40.868,4","43.253,4","39.905,4","111,93K","4,72%"
"05/08/2021","40.867,2","39.734,4","41.366,3","37.365,4","130,60K","2,84%"
"04/08/2021","39.736,9","38.188,4","39.956,5","37.556,0","79,22K","4,21%"
"03/08/2021","38.130,3","39.167,4","39.766,6","37.688,2","0,26K","-2,65%"
"02/08/2021","39.168,4","39.869,8","40.449,0","38.692,5","74,81K","-1,78%"
"01/08/2021","39.878,3","41.510,0","42.565,0","39.556,5","80,33K","-4,03%"
"31/07/2021","41.553,7","42.201,4","42.285,3","41.066,4","44,65K","-1,54%"
"30/07/2021","42.203,4","40.001,1","42.264,4","38.358,4","98,45K","5,50%"
"29/07/2021","40.001,4","40.009,0","40.630,7","39.340,8","75,30K","-0,00%"
"28/07/2021","40.003,2","39.450,4","40.862,2","38.883,8","148,92K","1,40%"
"27/07/2021","39.452,0","37.294,3","39.455,9","36.427,4","100,24K","5,84%"
"26/07/2021","37.276,6","35.392,3","40.522,9","35.236,7","177,63K","5,33%"
"25/07/2021","35.391,1","34.392,5","35.391,1","33.881,3","65,10K","4,63%"
"24/07/2021","33.824,8","33.600,5","33.955,0","33.412,9","67,14K","0,66%"
"23/07/2021","33.603,3","32.297,9","33.605,6","32.041,1","66,15K","4,04%"
"22/07/2021","32.298,9","32.131,7","32.585,4","31.729,4","64,87K","0,52%"
"21/07/2021","32.131,4","29.794,7","32.794,6","29.519,3","118,34K","7,85%"
"20/07/2021","29.793,8","30.835,4","31.040,8","29.310,2","97,46K","-3,38%"
"19/07/2021","30.837,2","31.782,9","31.887,0","30.478,2","77,48K","-2,98%"
"18/07/2021","31.785,4","31.517,9","32.408,2","31.220,6","57,01K","0,85%"
"17/07/2021","31.518,6","31.384,4","31.914,8","31.207,8","58,06K","0,40%"
"16/07/2021","31.394,0","31.842,3","32.239,8","31.062,2","70,48K","-1,40%"
"15/07/2021","31.840,5","32.820,5","33.157,0","31.175,8","76,95K","-2,99%"
"14/07/2021","32.820,7","32.727,8","33.051,9","31.611,2","69,56K","0,28%"
"13/07/2021","32.728,1","33.106,1","33.307,7","32.259,5","60,04K","-1,16%"
"12/07/2021","33.113,0","34.228,3","34.598,0","32.662,8","63,24K","-3,26%"
"11/07/2021","34.227,7","33.510,8","34.580,6","33.319,8","35,72K","2,14%"
"10/07/2021","33.510,6","33.797,7","34.221,0","33.056,8","50,94K","-0,85%"
"09/07/2021","33.797,4","32.866,3","34.079,2","32.367,0","67,14K","2,83%"
"08/07/2021","32.866,3","33.859,4","33.923,2","32.146,9","108,09K","-2,96%"
"07/07/2021","33.867,8","34.228,7","35.036,6","33.801,3","72,03K","-1,05%"
"06/07/2021","34.225,6","33.688,5","35.062,0","33.581,7","83,63K","1,60%"
"05/07/2021","33.687,8","35.297,0","35.300,5","33.164,1","88,36K","-4,56%"
"04/07/2021","35.298,2","34.742,8","35.957,6","34.740,1","56,13K","1,60%"
"03/07/2021","34.742,8","33.814,2","34.909,8","33.363,3","55,69K","2,75%"
