"19/03/2022","41.786,2","41.768,0","41.998,4","41.529,6","2,07B","0,04%"
"23/01/2020","8.405,1","8.678,5","8.687,3","8.309,6","722,67K","-3,15%"
"22/01/2020","8.678,5","8.733,0","8.805,4","8.610,8","509,06K","-0,62%"
"21/01/2020","8.732,6","8.642,0","8.770,3","8.524,0","540,20K","1,05%"
"20/01/2020","8.641,9","8.705,7","8.740,1","8.539,2","599,06K","-0,74%"
"19/01/2020","8.706,2","8.916,3","9.183,7","8.552,8","975,01K","-2,36%"
"18/01/2020","8.916,3","8.913,0","8.982,3","8.814,6","627,74K","0,04%"
"17/01/2020","8.913,1","8.726,7","9.005,1","8.675,9","794,11K","2,13%"
"16/01/2020","8.726,9","8.818,1","8.850,0","8.605,8","748,32K","-1,04%"
"15/01/2020","8.818,3","8.827,9","8.904,0","8.615,5","1,17M","-0,12%"
"14/01/2020","8.829,2","8.111,2","8.898,7","8.111,2","1,48M","8,85%"
"13/01/2020","8.111,4","8.188,3","8.196,7","8.068,4","610,66K","-0,93%"
"12/01/2020","8.187,6","8.023,3","8.189,9","7.973,1","595,22K","2,04%"
"11/01/2020","8.024,1","8.187,8","8.262,9","8.008,4","776,75K","-1,99%"
"10/01/2020","8.187,1","7.842,5","8.187,4","7.697,7","1,05M","4,40%"
"09/01/2020","7.842,4","8.060,0","8.065,9","7.779,2","786,50K","-2,70%"
"08/01/2020","8.059,6","8.154,2","8.436,4","7.900,8","1,19M","-1,18%"
"07/01/2020","8.155,7","7.759,1","8.182,0","7.754,1","1,01M","5,11%"
"06/01/2020","7.759,1","7.372,6","7.783,1","7.366,7","786,75K","5,24%"
"05/01/2020","7.372,5","7.376,8","7.501,0","7.345,6","628,14K","-0,06%"
"04/01/2020","7.376,8","7.345,1","7.433,1","7.291,4","523,91K","0,46%"
"03/01/2020","7.343,1","6.967,1","7.402,9","6.884,1","936,29K","5,40%"
"02/01/2020","6.967,0","7.199,7","7.209,6","6.901,4","632,78K","-3,23%"
"01/01/2020","7.199,8","7.196,4","7.259,4","7.180,0","420,28K","0,05%"
"31/12/2019","7.196,4","7.261,5","7.331,0","7.167,4","586,60K","-0,90%"
"30/12/2019","7.261,8","7.397,5","7.420,9","7.244,1","606,11K","-1,84%"
"29/12/2019","7.397,5","7.321,6","7.518,9","7.303,0","611,69K","1,04%"
"28/12/2019","7.321,5","7.261,9","7.375,9","7.256,5","610,96K","0,82%"
"27/12/2019","7.261,7","7.210,8","7.293,8","7.128,5","718,07K","0,70%"
"26/12/2019","7.210,9","7.225,0","7.414,3","7.177,3","795,09K","-0,19%"
"25/12/2019","7.224,8","7.268,3","7.542,4","7.150,9","625,41K","-0,60%"
"24/12/2019","7.268,3","7.322,4","7.433,2","7.185,7","785,54K","-0,74%"
"23/12/2019","7.322,8","7.496,2","7.684,0","7.276,2","952,16K","-2,31%"
"22/12/2019","7.495,8","7.156,3","7.501,1","7.142,0","677,94K","4,74%"
"21/12/2019","7.156,2","7.196,4","7.197,6","7.129,6","468,74K","-0,56%"
"20/12/2019","7.196,4","7.165,5","7.218,4","7.107,7","627,04K","0,43%"
"19/12/2019","7.165,5","7.276,4","7.354,0","7.039,3","778,72K","-1,52%"
"18/12/2019","7.276,0","6.613,5","7.387,7","6.462,2","1,14M","10,02%"
"17/12/2019","6.613,3","6.903,5","6.943,5","6.575,0","894,55K","-4,20%"
"16/12/2019","6.903,5","7.128,5","7.153,1","6.864,6","689,56K","-3,16%"
"15/12/2019","7.128,5","7.080,8","7.175,8","7.033,8","492,58K","0,67%"
"14/12/2019","7.080,8","7.255,2","7.267,4","7.043,3","524,56K","-2,40%"
"13/12/2019","7.255,2","7.208,4","7.288,0","7.200,3","503,49K","0,65%"
"12/12/2019","7.208,0","7.208,0","7.272,4","7.124,6","611,80K","0,00%"
"11/12/2019","7.208,0","7.235,8","7.284,4","7.168,8","518,40K","-0,38%"
"10/12/2019","7.235,7","7.356,2","7.400,3","7.192,1","609,50K","-1,63%"
"09/12/2019","7.355,8","7.524,8","7.626,0","7.321,6","648,66K","-2,24%"
"08/12/2019","7.524,4","7.510,8","7.576,4","7.416,7","499,04K","0,18%"
"07/12/2019","7.510,9","7.530,4","7.595,7","7.489,6","557,14K","-0,26%"
"06/12/2019","7.530,8","7.399,2","7.552,1","7.329,8","706,10K","1,78%"
"05/12/2019","7.399,2","7.204,6","7.476,3","7.184,0","780,78K","2,70%"
"04/12/2019","7.204,4","7.291,9","7.702,2","7.113,6","971,75K","-1,20%"
"03/12/2019","7.291,8","7.298,1","7.389,4","7.227,1","548,77K","-0,09%"
"02/12/2019","7.298,2","7.395,9","7.433,8","7.173,6","687,78K","-1,33%"
"01/12/2019","7.396,4","7.546,5","7.546,5","7.244,4","777,00K","-1,99%"
"30/11/2019","7.546,6","7.742,7","7.787,7","7.472,7","650,60K","-2,53%"
"29/11/2019","7.742,7","7.426,6","7.825,3","7.412,3","766,71K","4,26%"
"28/11/2019","7.426,7","7.510,6","7.639,5","7.380,6","737,58K","-1,12%"
"27/11/2019","7.510,6","7.162,8","7.636,9","6.875,4","996,49K","4,86%"
"26/11/2019","7.162,8","7.115,5","7.329,5","7.045,1","844,27K","0,66%"
"25/11/2019","7.115,6","6.924,7","7.352,8","6.534,8","1,29M","2,76%"
"24/11/2019","6.924,7","7.325,0","7.344,1","6.894,9","904,50K","-5,45%"
"23/11/2019","7.324,1","7.271,6","7.342,5","7.093,7","783,18K","0,71%"
"22/11/2019","7.272,5","7.627,9","7.700,9","6.818,5","1,41M","-4,66%"
"21/11/2019","7.627,9","8.099,4","8.129,6","7.519,7","891,50K","-5,82%"
"20/11/2019","8.099,3","8.145,7","8.223,0","8.074,2","607,27K","-0,57%"
"19/11/2019","8.145,7","8.207,7","8.245,6","8.032,8","654,27K","-0,76%"
"18/11/2019","8.208,4","8.510,3","8.516,3","8.110,4","692,60K","-3,54%"
"17/11/2019","8.509,8","8.497,4","8.631,7","8.413,0","531,22K","0,15%"
"16/11/2019","8.497,3","8.476,2","8.532,8","8.450,7","471,16K","0,25%"
"15/11/2019","8.476,3","8.660,8","8.761,8","8.437,1","653,71K","-2,13%"
"14/11/2019","8.661,2","8.782,9","8.799,8","8.615,8","515,43K","-1,39%"
"13/11/2019","8.783,1","8.813,2","8.829,7","8.721,1","454,33K","-0,33%"
"12/11/2019","8.812,6","8.737,4","8.841,2","8.615,7","575,16K","0,87%"
"11/11/2019","8.736,9","9.036,9","9.066,4","8.649,4","601,16K","-3,32%"
"10/11/2019","9.036,8","8.804,7","9.092,9","8.763,5","581,57K","2,64%"
"09/11/2019","8.804,5","8.778,1","8.877,5","8.746,9","512,02K","0,30%"
"08/11/2019","8.778,2","9.223,6","9.254,8","8.722,4","791,79K","-4,83%"
"07/11/2019","9.223,5","9.339,2","9.367,0","9.130,0","603,54K","-1,24%"
"06/11/2019","9.338,9","9.311,2","9.424,6","9.262,7","578,03K","0,30%"
"05/11/2019","9.310,8","9.396,1","9.452,7","9.193,9","653,42K","-0,91%"
"04/11/2019","9.396,4","9.198,7","9.500,4","9.134,1","681,01K","2,15%"
"03/11/2019","9.198,3","9.300,5","9.359,1","9.095,0","536,56K","-1,10%"
"02/11/2019","9.300,6","9.230,3","9.356,7","9.201,2","570,74K","0,76%"
"01/11/2019","9.230,1","9.153,1","9.270,4","9.057,2","689,65K","0,85%"
"31/10/2019","9.152,6","9.157,9","9.378,9","8.959,6","798,93K","-0,06%"
"30/10/2019","9.157,9","9.411,3","9.411,3","9.018,4","789,73K","-2,69%"
"29/10/2019","9.411,3","9.206,5","9.531,3","9.125,3","918,48K","2,22%"
"28/10/2019","9.207,2","9.530,1","9.866,9","9.202,5","1,04M","-3,38%"
"27/10/2019","9.529,6","9.230,6","9.773,2","9.081,0","1,16M","3,24%"
"26/10/2019","9.230,6","8.658,4","10.540,0","8.061,8","1,78M","6,61%"
"25/10/2019","8.658,3","7.422,8","8.697,7","7.404,9","1,18M","16,65%"
"24/10/2019","7.422,7","7.476,8","7.501,5","7.366,3","586,49K","-0,73%"
"23/10/2019","7.477,0","8.031,0","8.055,0","7.329,2","892,08K","-6,90%"
"22/10/2019","8.031,4","8.207,4","8.289,1","8.017,7","570,39K","-2,15%"
"21/10/2019","8.208,2","8.224,1","8.315,3","8.155,7","489,40K","-0,18%"
"20/10/2019","8.223,4","7.957,4","8.288,5","7.889,6","513,91K","3,34%"
"19/10/2019","7.957,3","7.948,3","8.060,2","7.892,4","428,83K","0,11%"
"18/10/2019","7.948,5","8.073,3","8.116,4","7.842,0","505,79K","-1,55%"
"17/10/2019","8.073,3","8.000,4","8.118,2","7.944,4","444,95K","0,91%"
"16/10/2019","8.000,4","8.167,1","8.185,9","7.929,8","538,92K","-2,04%"
"15/10/2019","8.167,2","8.353,4","8.400,2","8.139,5","469,73K","-2,23%"
"14/10/2019","8.353,3","8.281,3","8.374,3","8.222,2","505,02K","0,87%"
"13/10/2019","8.281,5","8.304,3","8.450,2","8.190,6","419,87K","-0,28%"
"12/10/2019","8.304,4","8.267,6","8.394,8","8.260,9","424,02K","0,44%"
"11/10/2019","8.267,8","8.562,2","8.751,1","8.249,7","667,86K","-3,44%"
"10/10/2019","8.562,3","8.566,8","8.638,5","8.438,7","511,46K","-0,05%"
"09/10/2019","8.566,7","8.180,1","8.655,9","8.122,7","636,43K","4,69%"
"08/10/2019","8.182,9","8.198,5","8.323,1","8.118,1","469,04K","-0,19%"
"07/10/2019","8.198,6","7.882,6","8.293,5","7.797,0","604,74K","4,02%"
"06/10/2019","7.881,9","8.127,3","8.145,5","7.834,9","448,80K","-3,02%"
"05/10/2019","8.127,3","8.148,0","8.185,1","8.030,6","360,92K","-0,25%"
"04/10/2019","8.148,1","8.227,6","8.233,6","8.041,4","416,92K","-0,96%"
"03/10/2019","8.226,9","8.363,6","8.391,7","8.090,1","460,97K","-1,64%"
"02/10/2019","8.364,1","8.302,7","8.374,0","8.167,7","405,86K","0,74%"
"01/10/2019","8.302,7","8.285,0","8.486,2","8.187,9","533,95K","0,22%"
"30/09/2019","8.284,3","8.048,9","8.318,5","7.749,0","600,26K","2,92%"
"29/09/2019","8.049,1","8.208,0","8.226,8","7.922,1","418,48K","-1,94%"
"28/09/2019","8.208,5","8.184,5","8.297,2","8.031,1","457,79K","0,29%"
"27/09/2019","8.184,9","8.063,8","8.257,4","7.882,1","561,40K","1,50%"
"26/09/2019","8.063,8","8.432,5","8.463,1","7.773,6","731,03K","-4,37%"
"25/09/2019","8.432,4","8.512,3","8.729,8","8.245,1","696,11K","-0,96%"
"24/09/2019","8.513,9","9.702,7","9.793,8","8.069,4","933,16K","-12,25%"
"23/09/2019","9.702,2","10.031,3","10.048,8","9.656,3","431,10K","-3,28%"
"22/09/2019","10.031,6","9.993,0","10.075,0","9.870,9","337,06K","0,39%"
"21/09/2019","9.993,0","10.172,8","10.177,9","9.939,8","326,17K","-1,77%"
"20/09/2019","10.172,7","10.251,5","10.279,5","10.088,6","362,07K","-0,76%"
"19/09/2019","10.250,5","10.164,6","10.297,6","9.707,6","542,25K","0,84%"
"18/09/2019","10.164,7","10.195,7","10.257,5","10.119,3","318,82K","-0,30%"
"17/09/2019","10.195,7","10.254,6","10.273,6","10.153,5","321,64K","-0,58%"
"16/09/2019","10.255,5","10.311,3","10.360,5","10.108,5","372,53K","-0,54%"
"15/09/2019","10.311,5","10.337,3","10.360,4","10.272,0","255,79K","-0,25%"
"14/09/2019","10.337,3","10.342,2","10.421,4","10.253,7","326,44K","-0,05%"
"13/09/2019","10.342,1","10.415,2","10.441,4","10.174,1","365,52K","-0,70%"
"12/09/2019","10.415,1","10.162,4","10.447,9","10.051,0","413,22K","2,49%"
"11/09/2019","10.162,5","10.104,9","10.257,5","9.908,9","413,06K","0,57%"
"10/09/2019","10.105,4","10.308,7","10.379,8","9.970,7","383,22K","-1,98%"
"09/09/2019","10.309,0","10.402,1","10.478,0","10.095,7","473,76K","-0,90%"
"08/09/2019","10.402,8","10.461,6","10.578,0","10.266,3","339,73K","-0,56%"
"07/09/2019","10.461,1","10.306,9","10.556,4","10.302,3","393,57K","1,47%"
"06/09/2019","10.309,3","10.566,7","10.896,2","10.227,4","643,02K","-2,44%"
"05/09/2019","10.566,9","10.567,8","10.630,7","10.469,9","402,09K","-0,01%"
"04/09/2019","10.568,2","10.611,6","10.783,6","10.388,6","504,45K","-0,42%"
"03/09/2019","10.612,3","10.348,1","10.756,8","10.283,5","578,79K","2,55%"
"02/09/2019","10.348,8","9.728,8","10.431,5","9.720,3","542,79K","6,37%"
"01/09/2019","9.729,3","9.594,7","9.799,5","9.533,6","322,66K","1,41%"
"31/08/2019","9.594,4","9.585,5","9.677,5","9.457,3","311,49K","0,09%"
"30/08/2019","9.585,4","9.494,1","9.675,7","9.370,2","413,92K","0,99%"
"29/08/2019","9.491,0","9.729,1","9.729,1","9.343,0","509,13K","-2,45%"
"28/08/2019","9.729,4","10.184,7","10.271,3","9.629,6","580,29K","-4,47%"
"27/08/2019","10.184,8","10.372,2","10.387,6","10.060,2","419,81K","-1,80%"
"26/08/2019","10.371,8","10.136,0","10.568,2","10.136,0","568,77K","2,32%"
"25/08/2019","10.136,3","10.132,1","10.307,0","9.935,2","422,53K","0,05%"
"24/08/2019","10.131,0","10.389,4","10.415,9","9.917,5","463,85K","-2,48%"
"23/08/2019","10.388,7","10.104,9","10.434,3","9.921,4","436,26K","2,81%"
"22/08/2019","10.105,0","10.141,1","10.218,2","9.777,0","520,75K","-0,36%"
"21/08/2019","10.141,5","10.753,3","10.797,8","9.908,0","717,65K","-5,68%"
"20/08/2019","10.752,6","10.911,2","10.941,6","10.581,0","515,47K","-1,45%"
"19/08/2019","10.910,7","10.312,8","10.923,9","10.267,8","519,01K","5,80%"
"18/08/2019","10.312,7","10.219,3","10.494,9","10.086,7","441,11K","0,93%"
"17/08/2019","10.218,1","10.335,5","10.460,7","10.016,3","497,77K","-1,14%"
"16/08/2019","10.335,6","10.300,9","10.734,0","9.788,6","798,67K","0,31%"
"15/08/2019","10.303,4","10.053,3","10.448,2","9.580,1","930,05K","2,53%"
"14/08/2019","10.049,4","10.894,2","10.894,5","9.965,5","745,59K","-7,74%"
"13/08/2019","10.892,9","11.395,0","11.445,6","10.793,2","540,78K","-4,40%"
"12/08/2019","11.394,2","11.505,1","11.508,6","11.267,3","391,08K","-1,07%"
"11/08/2019","11.517,2","11.314,6","11.728,4","11.146,1","435,83K","1,79%"
"10/08/2019","11.314,5","12.090,5","12.185,0","11.281,6","570,74K","-6,41%"
"09/08/2019","12.089,8","12.190,0","12.225,3","11.885,0","558,72K","-0,84%"
"08/08/2019","12.191,6","12.015,9","12.236,6","11.727,0","592,15K","1,48%"
"07/08/2019","12.013,9","11.481,0","12.114,5","11.406,4","702,85K","4,64%"
"06/08/2019","11.480,9","11.817,6","12.291,9","11.237,0","807,58K","-2,84%"
"05/08/2019","11.816,8","10.934,8","11.922,3","10.934,8","769,63K","8,07%"
"04/08/2019","10.934,6","10.816,1","11.017,7","10.568,8","585,71K","1,10%"
"03/08/2019","10.815,7","10.519,9","10.893,6","10.504,5","508,75K","2,81%"
"02/08/2019","10.520,1","10.380,5","10.664,8","10.330,5","578,29K","1,35%"
"01/08/2019","10.380,0","10.081,9","10.459,0","9.890,6","608,37K","2,96%"
"31/07/2019","10.082,0","9.580,3","10.100,0","9.562,4","589,84K","5,23%"
"30/07/2019","9.580,7","9.580,0","9.703,0","9.483,0","511,51K","-0,00%"
"29/07/2019","9.580,9","9.728,5","9.835,4","9.502,5","510,90K","-1,51%"
"28/07/2019","9.727,8","9.491,1","9.798,5","9.401,1","518,59K","2,48%"
"27/07/2019","9.492,1","9.830,4","10.232,3","9.389,1","661,89K","-3,45%"
"26/07/2019","9.831,0","9.945,2","10.436,1","9.724,2","493,75K","-1,15%"
"25/07/2019","9.945,3","9.804,7","10.203,5","9.776,6","545,85K","1,44%"
"24/07/2019","9.804,3","9.887,2","9.945,3","9.584,0","639,54K","-0,85%"
"23/07/2019","9.888,7","10.412,8","10.414,7","9.865,4","663,38K","-5,03%"
"22/07/2019","10.412,5","10.715,1","10.806,3","10.196,5","591,27K","-2,82%"
"21/07/2019","10.714,4","10.827,0","10.883,8","10.442,5","562,17K","-1,04%"
"20/07/2019","10.826,7","10.571,9","11.155,6","10.462,0","668,94K","2,41%"
"19/07/2019","10.571,5","10.651,6","10.758,4","10.160,7","727,79K","-0,75%"
"18/07/2019","10.651,4","9.723,1","10.787,1","9.390,0","974,49K","9,55%"
"17/07/2019","9.723,2","9.425,1","9.983,6","9.082,6","1,03M","3,17%"
"16/07/2019","9.424,8","10.844,0","11.019,5","9.375,3","1,05M","-13,10%"
"15/07/2019","10.845,9","10.199,9","11.064,7","9.885,4","956,52K","6,33%"
"14/07/2019","10.200,1","11.364,3","11.448,7","10.128,9","840,76K","-10,25%"
"13/07/2019","11.364,9","11.762,8","11.798,4","10.839,4","747,71K","-3,38%"
"12/07/2019","11.762,1","11.343,7","11.881,4","11.109,8","738,17K","3,70%"
"11/07/2019","11.342,3","12.111,6","12.111,6","11.029,0","943,13K","-6,34%"
"10/07/2019","12.110,6","12.542,8","13.134,4","11.594,9","1,11M","-3,44%"
"09/07/2019","12.541,5","12.250,6","12.772,9","12.111,2","847,84K","2,36%"
"08/07/2019","12.252,6","11.415,8","12.332,3","11.304,8","695,60K","7,33%"
"07/07/2019","11.415,9","11.267,9","11.524,6","11.108,1","601,93K","1,31%"
"06/07/2019","11.268,0","10.969,8","11.650,2","10.967,9","688,96K","2,71%"
"05/07/2019","10.970,2","11.159,7","11.381,8","10.810,3","772,67K","-1,73%"
"04/07/2019","11.163,1","11.899,3","11.948,0","11.087,1","840,34K","-6,20%"
"03/07/2019","11.900,8","10.835,9","11.931,8","10.835,9","998,73K","9,83%"
"02/07/2019","10.835,9","10.615,5","10.923,5","9.728,5","1,12M","2,07%"
"01/07/2019","10.616,6","10.821,4","11.254,5","10.041,6","1,04M","-1,87%"
"30/06/2019","10.818,6","11.906,0","12.179,3","10.765,4","880,77K","-9,14%"
"29/06/2019","11.906,5","12.408,0","12.422,9","11.490,8","834,62K","-4,05%"
"28/06/2019","12.409,1","11.288,4","12.461,8","10.970,5","1,09M","9,93%"
"27/06/2019","11.287,8","13.062,4","13.422,0","10.493,5","1,59M","-13,59%"
"26/06/2019","13.063,8","11.811,6","13.929,8","11.747,3","1,48M","10,62%"
"25/06/2019","11.809,9","11.046,6","11.833,9","11.033,7","781,09K","6,91%"
"24/06/2019","11.046,4","10.897,3","11.114,4","10.622,6","566,96K","1,37%"
"23/06/2019","10.897,1","10.721,5","11.361,3","10.557,8","683,79K","1,64%"
"22/06/2019","10.721,7","10.178,1","11.160,5","10.031,3","1,09M","5,33%"
"21/06/2019","10.179,3","9.517,7","10.184,3","9.517,4","769,12K","6,96%"
"20/06/2019","9.517,0","9.255,0","9.583,9","9.188,4","693,62K","2,83%"
"19/06/2019","9.255,4","9.080,7","9.295,1","9.044,0","587,57K","1,93%"
"18/06/2019","9.080,6","9.318,9","9.336,1","8.962,7","723,17K","-2,56%"
"17/06/2019","9.318,8","8.961,0","9.438,1","8.959,8","738,80K","3,98%"
"16/06/2019","8.962,5","8.812,2","9.332,0","8.771,1","849,77K","1,70%"
"15/06/2019","8.812,5","8.655,8","8.856,7","8.582,3","608,69K","1,81%"
"14/06/2019","8.656,1","8.218,6","8.685,3","8.153,2","643,17K","5,32%"
"13/06/2019","8.219,0","8.132,4","8.306,1","8.028,6","574,21K","1,06%"
"12/06/2019","8.133,1","7.888,0","8.198,1","7.805,8","607,89K","3,11%"
"11/06/2019","7.888,0","7.987,8","8.010,4","7.714,5","579,00K","-1,25%"
"10/06/2019","7.987,8","7.635,0","8.012,8","7.523,6","641,38K","4,62%"
"09/06/2019","7.635,0","7.901,6","7.937,5","7.516,9","554,48K","-3,37%"
"08/06/2019","7.901,4","7.985,3","8.044,4","7.770,5","485,81K","-1,05%"
"07/06/2019","7.985,2","7.785,8","8.099,4","7.749,4","588,87K","2,57%"
"06/06/2019","7.784,9","7.779,6","7.861,4","7.480,4","651,82K","0,08%"
"05/06/2019","7.779,1","7.685,6","7.885,0","7.590,4","762,94K","1,22%"
"04/06/2019","7.685,5","8.118,1","8.118,1","7.494,0","966,95K","-5,41%"
"03/06/2019","8.124,8","8.728,6","8.734,9","8.102,7","739,45K","-6,92%"
"02/06/2019","8.728,6","8.545,8","8.807,7","8.534,8","614,54K","2,14%"
"01/06/2019","8.545,7","8.556,9","8.615,8","8.454,0","686,75K","-0,15%"
"31/05/2019","8.558,3","8.271,4","8.578,8","8.135,0","858,41K","3,46%"
"30/05/2019","8.271,9","8.647,8","9.045,9","8.054,7","1,04M","-4,35%"
"29/05/2019","8.647,8","8.715,6","8.747,2","8.435,3","15,43M","-0,79%"
"28/05/2019","8.716,3","8.759,4","8.794,1","8.568,8","763,20K","-0,50%"
"27/05/2019","8.760,1","8.628,9","8.902,8","8.607,3","907,96K","1,51%"
"26/05/2019","8.630,2","8.029,6","8.718,6","7.866,5","872,12K","7,51%"
"25/05/2019","8.027,4","7.971,4","8.090,1","7.919,1","691,27K","0,72%"
"24/05/2019","7.970,1","7.852,8","8.124,1","7.775,4","868,47K","1,50%"
"23/05/2019","7.852,1","7.637,2","7.939,1","7.486,8","815,14K","2,83%"
"22/05/2019","7.635,7","7.928,7","7.999,0","7.545,9","821,40K","-3,72%"
"21/05/2019","7.930,3","7.965,0","8.056,8","7.813,2","804,88K","-0,44%"
"20/05/2019","7.965,3","8.156,4","8.156,4","7.604,0","958,81K","-2,35%"
"19/05/2019","8.157,2","7.261,9","8.253,4","7.252,3","1,08M","12,32%"
"18/05/2019","7.262,6","7.359,9","7.458,5","7.189,4","865,53K","-1,32%"
"17/05/2019","7.359,5","7.871,9","7.924,0","6.998,6","1,43M","-6,51%"
"16/05/2019","7.871,8","8.164,8","8.293,3","7.720,4","1,18M","-3,59%"
"15/05/2019","8.164,6","7.994,8","8.225,3","7.856,5","1,13M","2,13%"
"14/05/2019","7.994,6","7.806,4","8.323,9","7.674,0","1,33M","2,42%"
"13/05/2019","7.806,0","6.984,7","8.058,3","6.893,1","1,20M","11,76%"
"12/05/2019","6.984,8","7.190,0","7.518,9","6.802,6","1,35M","-2,86%"
"11/05/2019","7.190,3","6.386,6","7.373,8","6.386,5","1,31M","12,59%"
"10/05/2019","6.386,0","6.194,3","6.466,6","6.157,8","907,94K","3,14%"
"09/05/2019","6.191,5","5.990,5","6.206,0","5.990,0","799,96K","3,36%"
"08/05/2019","5.990,3","5.849,4","6.011,3","5.799,1","757,13K","2,41%"
"07/05/2019","5.849,5","5.745,5","6.019,8","5.745,5","955,88K","1,82%"
"06/05/2019","5.745,1","5.775,1","5.801,4","5.630,5","755,39K","-0,52%"
"05/05/2019","5.774,9","5.830,8","5.838,2","5.708,2","709,02K","-0,96%"
"04/05/2019","5.830,9","5.768,0","5.899,2","5.605,0","920,61K","1,11%"
"03/05/2019","5.766,8","5.493,6","5.844,2","5.478,7","1,04M","4,97%"
"02/05/2019","5.493,8","5.384,6","5.530,8","5.370,0","722,23K","2,04%"
"01/05/2019","5.384,2","5.321,1","5.396,3","5.319,5","623,64K","1,19%"